mechP,	mechR,	mechF,	effP,	effR,	effF,	advP,	advR,	advF,	intP,	intR,	intF,	totP,	totR,	totF,	features
0.26666666666666666,	0.31788079470198677,	0.2900302114803625,	0.23376623376623376,	0.45,	0.30769230769230765,	0.25925925925925924,	0.3925233644859813,	0.31226765799256506,	0.5625,	0.19148936170212766,	0.2857142857142857,	0.25675675675675674,	0.36774193548387096,	0.30238726790450926,	[False, False, False, True, True, False, False, True]
0.26666666666666666,	0.31788079470198677,	0.2900302114803625,	0.23376623376623376,	0.45,	0.30769230769230765,	0.25925925925925924,	0.3925233644859813,	0.31226765799256506,	0.5625,	0.19148936170212766,	0.2857142857142857,	0.25675675675675674,	0.36774193548387096,	0.30238726790450926,	[False, False, False, True, False, True, False, True]
0.26666666666666666,	0.31788079470198677,	0.2900302114803625,	0.23376623376623376,	0.45,	0.30769230769230765,	0.25925925925925924,	0.3925233644859813,	0.31226765799256506,	0.5625,	0.19148936170212766,	0.2857142857142857,	0.25675675675675674,	0.36774193548387096,	0.30238726790450926,	[False, False, False, True, True, True, False, True]
0.41818181818181815,	0.304635761589404,	0.3524904214559387,	0.27385892116182575,	0.4125,	0.32917705735660846,	0.21739130434782608,	0.09345794392523364,	0.13071895424836602,	0.0,	0.0,	0,	0.30198019801980197,	0.2623655913978495,	0.2807825086306099,	[False, True, True, False, False, False, False, True]
0.41818181818181815,	0.304635761589404,	0.3524904214559387,	0.27385892116182575,	0.4125,	0.32917705735660846,	0.21739130434782608,	0.09345794392523364,	0.13071895424836602,	0.0,	0.0,	0,	0.30198019801980197,	0.2623655913978495,	0.2807825086306099,	[False, True, True, False, True, False, False, True]
0.41818181818181815,	0.304635761589404,	0.3524904214559387,	0.27385892116182575,	0.4125,	0.32917705735660846,	0.21739130434782608,	0.09345794392523364,	0.13071895424836602,	0.0,	0.0,	0,	0.30198019801980197,	0.2623655913978495,	0.2807825086306099,	[False, True, True, False, False, True, False, True]
0.41818181818181815,	0.304635761589404,	0.3524904214559387,	0.27385892116182575,	0.4125,	0.32917705735660846,	0.21739130434782608,	0.09345794392523364,	0.13071895424836602,	0.0,	0.0,	0,	0.30198019801980197,	0.2623655913978495,	0.2807825086306099,	[False, True, True, False, True, True, False, True]
0.4578313253012048,	0.25165562913907286,	0.3247863247863248,	0.2775330396475771,	0.39375,	0.3255813953488372,	0.1951219512195122,	0.14953271028037382,	0.1693121693121693,	0.0,	0.0,	0,	0.2932330827067669,	0.25161290322580643,	0.2708333333333333,	[False, True, True, False, False, False, True, False]
0.4578313253012048,	0.25165562913907286,	0.3247863247863248,	0.2775330396475771,	0.39375,	0.3255813953488372,	0.1951219512195122,	0.14953271028037382,	0.1693121693121693,	0.0,	0.0,	0,	0.2932330827067669,	0.25161290322580643,	0.2708333333333333,	[False, True, True, False, True, False, True, False]
0.4578313253012048,	0.25165562913907286,	0.3247863247863248,	0.2775330396475771,	0.39375,	0.3255813953488372,	0.1951219512195122,	0.14953271028037382,	0.1693121693121693,	0.0,	0.0,	0,	0.2932330827067669,	0.25161290322580643,	0.2708333333333333,	[False, True, True, False, False, True, True, False]
0.4578313253012048,	0.25165562913907286,	0.3247863247863248,	0.2775330396475771,	0.39375,	0.3255813953488372,	0.1951219512195122,	0.14953271028037382,	0.1693121693121693,	0.0,	0.0,	0,	0.2932330827067669,	0.25161290322580643,	0.2708333333333333,	[False, True, True, False, True, True, True, False]
0.4148936170212766,	0.2582781456953642,	0.3183673469387755,	0.28780487804878047,	0.36875,	0.3232876712328767,	0.23214285714285715,	0.12149532710280374,	0.15950920245398773,	0.0,	0.0,	0,	0.30833333333333335,	0.23870967741935484,	0.2690909090909091,	[False, True, True, False, False, False, False, False]
